gene_id,glucose_aerobic,glucose_anaerobic,ethanol,galactose,nitrogen_starvation,oxidative_stress,stationary_phase
YPR179C,54.09,54.09,54.09,54.09,54.09,54.09,54.09
YPR183W,42.39,42.39,48.61,42.39,20.41,0.53,42.39
YPR184W,17.14,23.42,23.42,23.42,4.49,23.42,23.42
YPR186C,3.73,4.45,3.73,3.73,3.73,3.73,3.73
YPR187W,63.45,63.45,63.45,40.79,63.45,63.45,63.45
YPR189W,3.20,3.20,3.20,3.20,3.20,3.20,3.20
YPR191W,50.19,114.25,149.30,114.25,114.25,114.25,114.25
YPR192W,1459.95,1360.27,1459.95,1459.95,1459.95,1459.95,1459.95
YPR193C,34.80,34.80,34.80,34.80,34.80,34.80,34.80
YPR204W,48.17,23.37,70.09,19.51,48.17,48.17,48.17
nogene,3.89,9.59,9.59,9.59,9.59,1.31,9.59
