reaction_uid,model_reaction_id,reaction_name,model_equation,rxndb_direct_match,rxndb_source,rxndb_id,ec_number,template_id,template_substrate,reactant_smile,product_smile,rxn_smiles_basic,rxn_smiles_final,similarity,rule,provenance_status,notes
MODEL_RXN:0004132,rxn1,rxn1,s_0794 + s_1065 + s_1212 + s_1275 --> s_0803 + s_1207 + sn_103,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1,1.3.1.14;1.3.3.2,MNXR97424,O=C1C[C@@H](C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,O=C1CC(C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1>>O=C1CC(C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>O=C1CC(C(=O)[O-])NC(=O)N1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,1.0,[O;-;D1;H0:1]-[C:2](=[O;D1;H0:3])-[C@@H;D3;+0:4]1-[CH2;D2;+0:5]-[C;H0;D3;+0:6](=[O;D1;H0:7])-[NH;D2;+0:8]-[C;H0;D3;+0:9](=[O;D1;H0:10])-[NH;D2;+0:11]-1>>[O;-;D1;H0:1]-[C:2](=[O;D1;H0:3])-[c;H0;D3;+0:4]1:[cH;D2;+0:5]:[c;H0;D3;+0:6](=[O;D1;H0:7]):[nH;D2;+0:8]:[c;H0;D3;+0:9](=[O;D1;H0:10]):[nH;D2;+0:11]:1,rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004133,rxn10,rxn10,s_0794 + s_1203 + s_2894 --> s_1198 + s_2900,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn10,1.1.1.21,MNXR130061_reverse,OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,O=CC(O)CO,OCC(O)CO,O=CC(O)CO>>OCC(O)CO,O=CC(O)CO.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>OCC(O)CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,0.9047619048000001,[C:1]-[CH2;D2;+0:2]-[OH;D1;+0:3]>>[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006817,rxn418,rxn418,s_0180 + s_3997 --> s_0779 + s_4182,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn418,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-],0.5806451613|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006818,rxn419,rxn419,s_3997 + sn_79 --> s_0779 + s_0836,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn419,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])[O-],CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])[O-],CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCCCCCC.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])[O-],0.5806451613|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006819,rxn42,rxn42,3 s_0794 + 2 s_1212 + s_3997 --> s_0803 + 2 s_1207 + sn_330,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn42,2.4.1.38;2.4.1.90,MNXR133248_reverse,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1|CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.OCC1OC(O)C(O)C(O)C1O,O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.OCC1OC(O)C(O)C(O)C1O>>O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.OCC1OC(O)C(O)C(O)C1O>>O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O.[H+],1.0|0.7272727273,[#15:1]-[O-;H0;D1:2].[#8:4]-[C@H;D3;+0:3](-[C:5])-[O;H0;D2;+0:7]-[C:6]>>[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:3](-[#8:4])-[C:5].[C:6]-[OH;D1;+0:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006820,rxn420,rxn420,s_1271 + s_3997 --> s_0066 + s_0779,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn420,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],0.5806451613|0.8222222222000001,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006821,rxn421,rxn421,s_3997 + sn_55 --> s_0779 + s_0940,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn421,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCC=CCCCCCCCC(=O)OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCC=CCCCCCCCC(=O)OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCC=CCCCCCCCC(=O)OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],0.5806451613|0.8222222222000001,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006822,rxn422,rxn422,s_0178 + s_3997 --> s_0779 + sn_203,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn422,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O,NC(CCO)C(=O)O.CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO.NC(CCOP(=O)([O-])[O-])C(=O)O>>NC(CCO)C(=O)O.CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],0.5806451613|0.8,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006823,rxn423,rxn423,s_0180 + s_3864 --> s_3965 + s_4182,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn423,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)CO.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-],CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)CO.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)CO.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)COP(=O)([O-])[O-],0.5428571429|0.8444444444,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006824,rxn424,rxn424,s_3864 + sn_79 --> s_0836 + s_3965,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn424,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-],CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,0.5428571429|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006825,rxn425,rxn425,s_1271 + s_3864 --> s_0066 + s_3965,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn425,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-],CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])[O-],0.5428571429|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006826,rxn426,rxn426,s_3864 + sn_55 --> s_0940 + s_3965,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn426,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-],CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-],CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-],0.5428571429|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006827,rxn427,rxn427,s_0178 + s_3864 --> s_3965 + sn_203,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn427,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-],CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCCCC,0.5428571429|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0006828,rxn428,rxn428,s_0208 + s_4079 --> s_0178 + s_1526,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn428,,MNXR168026_reverse,[NH3+]CCO|CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-],CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-],CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCC,CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCC,CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCC.CCCCCCCCCCCCCCCC(O)C([NH3+])COP(=O)([O-])[O-]>>CCCCCCCCCCCCCCCC(O)C([NH3+])CO.CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCC=CCCCCCC,0.5428571429|0.8409090909,[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:8]-[C:7].[C:6]-[OH;D1;+0:5]>>[#8:1]-[P;H0;D4;+0:2](-[O;-;D1;H0:3])(=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C:6].[C:7]-[OH;D1;+0:8],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
