model_reaction_id,reaction_name,model_equation,negative_sample_role,reason,gpr,orfs,enzyme_ec_numbers
r_2730,"MLCL (1-16:0, 2-16:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3285 + s_3306 <=> s_3301 + s_3314,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2731,"MLCL (1-16:0, 2-16:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3285 + s_3307 <=> s_3303 + s_3314,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2732,"MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3286 + s_3296 <=> s_3241 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2733,"MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3286 + s_3298 <=> s_3241 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2734,"MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3286 + s_3300 <=> s_3241 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2735,"MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3286 + s_3302 <=> s_3241 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2736,"MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3286 + s_3304 <=> s_3243 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2737,"MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3286 + s_3305 <=> s_3243 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2738,"MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3286 + s_3306 <=> s_3243 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2739,"MLCL (1-16:1, 2-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3286 + s_3307 <=> s_3243 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2740,"MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3287 + s_3296 <=> s_3245 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2741,"MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3287 + s_3298 <=> s_3245 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2742,"MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3287 + s_3300 <=> s_3245 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2743,"MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3287 + s_3302 <=> s_3245 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2744,"MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3287 + s_3304 <=> s_3297 + s_3315,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2745,"MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3287 + s_3305 <=> s_3299 + s_3315,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2746,"MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3287 + s_3306 <=> s_3301 + s_3315,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2747,"MLCL (1-16:1, 2-16:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3287 + s_3307 <=> s_3303 + s_3315,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2748,"MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3288 + s_3296 <=> s_3247 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2749,"MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3288 + s_3298 <=> s_3247 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2750,"MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3288 + s_3300 <=> s_3247 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2751,"MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3288 + s_3302 <=> s_3247 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2752,"MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3288 + s_3304 <=> s_3249 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2753,"MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3288 + s_3305 <=> s_3249 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2754,"MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3288 + s_3306 <=> s_3249 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2755,"MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3288 + s_3307 <=> s_3249 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2756,"MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3289 + s_3296 <=> s_3251 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2757,"MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3289 + s_3298 <=> s_3251 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2758,"MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3289 + s_3300 <=> s_3251 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2759,"MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3289 + s_3302 <=> s_3251 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2760,"MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3289 + s_3304 <=> s_3297 + s_3316,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2761,"MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3289 + s_3305 <=> s_3299 + s_3316,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2762,"MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3289 + s_3306 <=> s_3301 + s_3316,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2763,"MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3289 + s_3307 <=> s_3303 + s_3316,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2764,"MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3290 + s_3296 <=> s_3253 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2765,"MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3290 + s_3298 <=> s_3253 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2766,"MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3290 + s_3300 <=> s_3253 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2767,"MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3290 + s_3302 <=> s_3253 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2768,"MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3290 + s_3304 <=> s_3255 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2769,"MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3290 + s_3305 <=> s_3255 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2770,"MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3290 + s_3306 <=> s_3255 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2771,"MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3290 + s_3307 <=> s_3255 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2772,"MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3291 + s_3296 <=> s_3257 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2773,"MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3291 + s_3298 <=> s_3257 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2774,"MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3291 + s_3300 <=> s_3257 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2775,"MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3291 + s_3302 <=> s_3257 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2776,"MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3291 + s_3304 <=> s_3297 + s_3317,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2777,"MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3291 + s_3305 <=> s_3299 + s_3317,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2778,"MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3291 + s_3306 <=> s_3301 + s_3317,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2779,"MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3291 + s_3307 <=> s_3303 + s_3317,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2780,"MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3292 + s_3296 <=> s_3259 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2781,"MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3292 + s_3298 <=> s_3259 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2782,"MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3292 + s_3300 <=> s_3259 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2783,"MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3292 + s_3302 <=> s_3259 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2784,"MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3292 + s_3304 <=> s_3261 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2785,"MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3292 + s_3305 <=> s_3261 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2786,"MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3292 + s_3306 <=> s_3261 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2787,"MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3292 + s_3307 <=> s_3261 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2788,"MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3293 + s_3296 <=> s_3263 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2789,"MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3293 + s_3298 <=> s_3263 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2790,"MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3293 + s_3300 <=> s_3263 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2791,"MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3293 + s_3302 <=> s_3263 + s_3303,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2792,"MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3293 + s_3304 <=> s_3297 + s_3318,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2793,"MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3293 + s_3305 <=> s_3299 + s_3318,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2794,"MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane",s_3293 + s_3306 <=> s_3301 + s_3318,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2795,"MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane",s_3293 + s_3307 <=> s_3303 + s_3318,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2796,"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3294 + s_3296 <=> s_3265 + s_3297,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2797,"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane",s_3294 + s_3298 <=> s_3265 + s_3299,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
r_2798,"MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane",s_3294 + s_3300 <=> s_3265 + s_3301,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPR140W,YPR140W,2.3.1.-
